filename,model,role,test_run,correct_answer,attempted,algebra_steps,graders_confidence
llama3_1_8b_calculus_an-MIT-Math-professor_1.txt,llama3_1_8b,an-MIT-Math-professor,1,Yes,Yes,2,4
llama3_1_8b_calculus_an-MIT-Math-professor_2.txt,llama3_1_8b,an-MIT-Math-professor,2,No,Yes,3,3
llama3_1_8b_calculus_an-MIT-Math-professor_3.txt,llama3_1_8b,an-MIT-Math-professor,3,No,Yes,0,2
llama3_1_8b_calculus_an-MIT-Math-professor_4.txt,llama3_1_8b,an-MIT-Math-professor,4,No,Yes,3,3
llama3_1_8b_calculus_an-undergraduate-Mathematics-student_0.txt,llama3_1_8b,an-undergraduate-Mathematics-student,0,No,Yes,3,4
llama3_1_8b_calculus_an-undergraduate-Mathematics-student_1.txt,llama3_1_8b,an-undergraduate-Mathematics-student,1,Yes,Yes,2,4
llama3_1_8b_calculus_an-undergraduate-Mathematics-student_2.txt,llama3_1_8b,an-undergraduate-Mathematics-student,2,Yes,Yes,3,4
llama3_1_8b_calculus_an-undergraduate-Mathematics-student_3.txt,llama3_1_8b,an-undergraduate-Mathematics-student,3,No,Yes,0,2
llama3_1_8b_calculus_an-undergraduate-Mathematics-student_4.txt,llama3_1_8b,an-undergraduate-Mathematics-student,4,Yes,Yes,2,4
llama3_1_8b_calculus_an-uneducated-person_0.txt,llama3_1_8b,an-uneducated-person,0,No,Yes,0,2
llama3_1_8b_calculus_an-uneducated-person_1.txt,llama3_1_8b,an-uneducated-person,1,No,No,0,1
llama3_1_8b_calculus_an-uneducated-person_2.txt,llama3_1_8b,an-uneducated-person,2,No,Yes,0,2
llama3_1_8b_calculus_an-uneducated-person_3.txt,llama3_1_8b,an-uneducated-person,3,NotSure,Yes,0,2
llama3_1_8b_calculus_an-uneducated-person_4.txt,llama3_1_8b,an-uneducated-person,4,No,Yes,3,3
llama3_1_8b_calculus_the-smartest-person-in-the-world_0.txt,llama3_1_8b,the-smartest-person-in-the-world,0,No,Yes,0,2
llama3_1_8b_calculus_the-smartest-person-in-the-world_1.txt,llama3_1_8b,the-smartest-person-in-the-world,1,No,Yes,0,2
llama3_1_8b_calculus_the-smartest-person-in-the-world_2.txt,llama3_1_8b,the-smartest-person-in-the-world,2,No,Yes,0,4
llama3_1_8b_calculus_the-smartest-person-in-the-world_3.txt,llama3_1_8b,the-smartest-person-in-the-world,3,No,Yes,4,3
llama3_1_8b_calculus_the-smartest-person-in-the-world_4.txt,llama3_1_8b,the-smartest-person-in-the-world,4,No,Yes,3,4
qwen3_4b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_0.txt,qwen3_4b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,0,Yes,Yes,0,5
qwen3_4b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_1.txt,qwen3_4b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,1,Yes,Yes,1,5
qwen3_4b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_2.txt,qwen3_4b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,2,Yes,Yes,1,5
qwen3_4b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_3.txt,qwen3_4b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,3,Yes,Yes,1,5
qwen3_4b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_4.txt,qwen3_4b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,4,No,Yes,3,3
qwen3_4b_calculus_a-microwave-oven_0.txt,qwen3_4b,a-microwave-oven,0,Yes,Yes,1,5
qwen3_4b_calculus_a-microwave-oven_1.txt,qwen3_4b,a-microwave-oven,1,Yes,Yes,0,5
qwen3_4b_calculus_a-microwave-oven_2.txt,qwen3_4b,a-microwave-oven,2,Yes,Yes,1,5
qwen3_4b_calculus_a-microwave-oven_3.txt,qwen3_4b,a-microwave-oven,3,Yes,Yes,1,5
qwen3_4b_calculus_a-microwave-oven_4.txt,qwen3_4b,a-microwave-oven,4,Yes,Yes,0,5
qwen3_4b_calculus_a-person-with-below-average-intelligence_0.txt,qwen3_4b,a-person-with-below-average-intelligence,0,Yes,Yes,0,5
qwen3_4b_calculus_a-person-with-below-average-intelligence_1.txt,qwen3_4b,a-person-with-below-average-intelligence,1,Yes,Yes,0,5
qwen3_4b_calculus_a-person-with-below-average-intelligence_2.txt,qwen3_4b,a-person-with-below-average-intelligence,2,Yes,Yes,1,5
qwen3_4b_calculus_a-person-with-below-average-intelligence_3.txt,qwen3_4b,a-person-with-below-average-intelligence,3,Yes,Yes,1,5
qwen3_4b_calculus_a-person-with-below-average-intelligence_4.txt,qwen3_4b,a-person-with-below-average-intelligence,4,Yes,Yes,1,5
qwen3_4b_calculus_an-LLM-assistant_0.txt,qwen3_4b,an-LLM-assistant,0,Yes,Yes,0,5
qwen3_4b_calculus_an-LLM-assistant_1.txt,qwen3_4b,an-LLM-assistant,1,Yes,Yes,0,5
qwen3_4b_calculus_an-LLM-assistant_2.txt,qwen3_4b,an-LLM-assistant,2,Yes,Yes,0,5
qwen3_4b_calculus_an-LLM-assistant_3.txt,qwen3_4b,an-LLM-assistant,3,Yes,Yes,1,5
qwen3_4b_calculus_an-LLM-assistant_4.txt,qwen3_4b,an-LLM-assistant,4,Yes,Yes,0,5
qwen3_4b_calculus_an-MIT-Math-professor_0.txt,qwen3_4b,an-MIT-Math-professor,0,Yes,Yes,1,5
qwen3_4b_calculus_an-MIT-Math-professor_1.txt,qwen3_4b,an-MIT-Math-professor,1,Yes,Yes,0,5
qwen3_4b_calculus_an-MIT-Math-professor_2.txt,qwen3_4b,an-MIT-Math-professor,2,Yes,Yes,0,5
qwen3_4b_calculus_an-MIT-Math-professor_3.txt,qwen3_4b,an-MIT-Math-professor,3,Yes,Yes,1,5
qwen3_4b_calculus_an-MIT-Math-professor_4.txt,qwen3_4b,an-MIT-Math-professor,4,Yes,Yes,0,5
qwen3_4b_calculus_an-undergraduate-Mathematics-student_0.txt,qwen3_4b,an-undergraduate-Mathematics-student,0,Yes,Yes,1,5
qwen3_4b_calculus_an-undergraduate-Mathematics-student_1.txt,qwen3_4b,an-undergraduate-Mathematics-student,1,Yes,Yes,0,5
qwen3_4b_calculus_an-undergraduate-Mathematics-student_2.txt,qwen3_4b,an-undergraduate-Mathematics-student,2,Yes,Yes,0,5
qwen3_4b_calculus_an-undergraduate-Mathematics-student_3.txt,qwen3_4b,an-undergraduate-Mathematics-student,3,Yes,Yes,0,5
qwen3_4b_calculus_an-undergraduate-Mathematics-student_4.txt,qwen3_4b,an-undergraduate-Mathematics-student,4,Yes,Yes,1,5
qwen3_4b_calculus_an-uneducated-person_0.txt,qwen3_4b,an-uneducated-person,0,Yes,Yes,1,5
qwen3_4b_calculus_an-uneducated-person_1.txt,qwen3_4b,an-uneducated-person,1,Yes,Yes,0,5
qwen3_4b_calculus_an-uneducated-person_2.txt,qwen3_4b,an-uneducated-person,2,Yes,Yes,0,5
qwen3_4b_calculus_an-uneducated-person_3.txt,qwen3_4b,an-uneducated-person,3,Yes,Yes,1,5
qwen3_4b_calculus_an-uneducated-person_4.txt,qwen3_4b,an-uneducated-person,4,Yes,Yes,1,5
qwen3_4b_calculus_the-smartest-person-in-the-world_0.txt,qwen3_4b,the-smartest-person-in-the-world,0,Yes,Yes,0,5
qwen3_4b_calculus_the-smartest-person-in-the-world_1.txt,qwen3_4b,the-smartest-person-in-the-world,1,Yes,Yes,1,5
qwen3_4b_calculus_the-smartest-person-in-the-world_2.txt,qwen3_4b,the-smartest-person-in-the-world,2,Yes,Yes,0,5
qwen3_4b_calculus_the-smartest-person-in-the-world_3.txt,qwen3_4b,the-smartest-person-in-the-world,3,No,Yes,4,3
qwen3_4b_calculus_the-smartest-person-in-the-world_4.txt,qwen3_4b,the-smartest-person-in-the-world,4,Yes,Yes,1,5
qwen3_8b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_0.txt,qwen3_8b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,0,Yes,Yes,0,5
qwen3_8b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_1.txt,qwen3_8b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,1,Yes,Yes,0,5
qwen3_8b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_2.txt,qwen3_8b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,2,Yes,Yes,0,5
qwen3_8b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_3.txt,qwen3_8b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,3,Yes,Yes,0,5
qwen3_8b_calculus_a-Harvard-English-professor-specializing-in-20th-century-American-Literature_4.txt,qwen3_8b,a-Harvard-English-professor-specializing-in-20th-century-American-Literature,4,Yes,Yes,0,5
qwen3_8b_calculus_a-microwave-oven_0.txt,qwen3_8b,a-microwave-oven,0,Yes,Yes,0,5
qwen3_8b_calculus_a-microwave-oven_1.txt,qwen3_8b,a-microwave-oven,1,Yes,Yes,0,5
qwen3_8b_calculus_a-microwave-oven_2.txt,qwen3_8b,a-microwave-oven,2,Yes,Yes,1,5
qwen3_8b_calculus_a-microwave-oven_3.txt,qwen3_8b,a-microwave-oven,3,Yes,Yes,0,5
qwen3_8b_calculus_a-microwave-oven_4.txt,qwen3_8b,a-microwave-oven,4,Yes,Yes,1,5
qwen3_8b_calculus_a-person-with-below-average-intelligence_0.txt,qwen3_8b,a-person-with-below-average-intelligence,0,Yes,Yes,0,5
qwen3_8b_calculus_a-person-with-below-average-intelligence_1.txt,qwen3_8b,a-person-with-below-average-intelligence,1,Yes,Yes,0,5
qwen3_8b_calculus_a-person-with-below-average-intelligence_2.txt,qwen3_8b,a-person-with-below-average-intelligence,2,Yes,Yes,0,5
qwen3_8b_calculus_a-person-with-below-average-intelligence_3.txt,qwen3_8b,a-person-with-below-average-intelligence,3,Yes,Yes,0,5
qwen3_8b_calculus_a-person-with-below-average-intelligence_4.txt,qwen3_8b,a-person-with-below-average-intelligence,4,Yes,Yes,0,5
qwen3_8b_calculus_an-LLM-assistant_0.txt,qwen3_8b,an-LLM-assistant,0,Yes,Yes,0,5
qwen3_8b_calculus_an-LLM-assistant_1.txt,qwen3_8b,an-LLM-assistant,1,Yes,Yes,0,5
qwen3_8b_calculus_an-LLM-assistant_2.txt,qwen3_8b,an-LLM-assistant,2,Yes,Yes,0,5
qwen3_8b_calculus_an-LLM-assistant_3.txt,qwen3_8b,an-LLM-assistant,3,Yes,Yes,0,5
qwen3_8b_calculus_an-LLM-assistant_4.txt,qwen3_8b,an-LLM-assistant,4,Yes,Yes,1,5
qwen3_8b_calculus_an-MIT-Math-professor_0.txt,qwen3_8b,an-MIT-Math-professor,0,Yes,Yes,0,5
qwen3_8b_calculus_an-MIT-Math-professor_1.txt,qwen3_8b,an-MIT-Math-professor,1,Yes,Yes,0,5
qwen3_8b_calculus_an-MIT-Math-professor_2.txt,qwen3_8b,an-MIT-Math-professor,2,Yes,Yes,0,5
qwen3_8b_calculus_an-MIT-Math-professor_3.txt,qwen3_8b,an-MIT-Math-professor,3,Yes,Yes,0,5
qwen3_8b_calculus_an-MIT-Math-professor_4.txt,qwen3_8b,an-MIT-Math-professor,4,Yes,Yes,0,5
qwen3_8b_calculus_an-undergraduate-Mathematics-student_0.txt,qwen3_8b,an-undergraduate-Mathematics-student,0,Yes,Yes,0,5
qwen3_8b_calculus_an-undergraduate-Mathematics-student_1.txt,qwen3_8b,an-undergraduate-Mathematics-student,1,Yes,Yes,0,5
qwen3_8b_calculus_an-undergraduate-Mathematics-student_2.txt,qwen3_8b,an-undergraduate-Mathematics-student,2,Yes,Yes,0,5
qwen3_8b_calculus_an-undergraduate-Mathematics-student_3.txt,qwen3_8b,an-undergraduate-Mathematics-student,3,Yes,Yes,0,5
qwen3_8b_calculus_an-undergraduate-Mathematics-student_4.txt,qwen3_8b,an-undergraduate-Mathematics-student,4,Yes,Yes,0,5
qwen3_8b_calculus_an-uneducated-person_0.txt,qwen3_8b,an-uneducated-person,0,Yes,Yes,0,5
qwen3_8b_calculus_an-uneducated-person_1.txt,qwen3_8b,an-uneducated-person,1,Yes,Yes,0,5
qwen3_8b_calculus_an-uneducated-person_2.txt,qwen3_8b,an-uneducated-person,2,Yes,Yes,0,5
qwen3_8b_calculus_an-uneducated-person_3.txt,qwen3_8b,an-uneducated-person,3,Yes,Yes,0,5
qwen3_8b_calculus_an-uneducated-person_4.txt,qwen3_8b,an-uneducated-person,4,Yes,Yes,0,5
qwen3_8b_calculus_the-smartest-person-in-the-world_0.txt,qwen3_8b,the-smartest-person-in-the-world,0,Yes,Yes,0,5
qwen3_8b_calculus_the-smartest-person-in-the-world_1.txt,qwen3_8b,the-smartest-person-in-the-world,1,Yes,Yes,1,5
qwen3_8b_calculus_the-smartest-person-in-the-world_2.txt,qwen3_8b,the-smartest-person-in-the-world,2,Yes,Yes,0,5
qwen3_8b_calculus_the-smartest-person-in-the-world_3.txt,qwen3_8b,the-smartest-person-in-the-world,3,Yes,Yes,0,5
qwen3_8b_calculus_the-smartest-person-in-the-world_4.txt,qwen3_8b,the-smartest-person-in-the-world,4,Yes,Yes,1,5
